COG_ID	category	name	truth	fn04_input	fn04_post	fn04_present	fn04_state	fn06_input	fn06_post	fn06_present	fn06_state	fn08_input	fn08_post	fn08_present	fn08_state
COG4699	S	Uncharacterized conserved protein, DUF1033 domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4700	S	Uncharacterized conserved protein ECs_4300, contains TPR-like domain	0	0	0.0029	0	absent	0	0.0127	0	absent	0	0.0020	0	absent
COG4701	S	Uncharacterized conserved protein	0	0	0.0011	0	absent	0	0.0003	0	absent	0	0.0000	0	absent
COG4702	S	Uncharacterized conserved protein, UPF0303 family	0	0	0.0348	0	absent	0	0.0323	0	absent	0	0.0323	0	absent
COG4703	S	Uncharacterized conserved protein YkuJ, DUF1797 family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4704	S	Uncharacterized conserved protein, DUF2141 family	0	0	0.0441	0	absent	0	0.0597	0	absent	1	0.3608	0	absent
COG4705	S	Uncharacterized membrane-anchored protein	0	0	0.0640	0	absent	0	0.0103	0	absent	0	0.0047	0	absent
COG4706	I	Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain	0	0	0.0945	0	absent	0	0.0751	0	absent	0	0.1806	0	absent
COG4707	X	Prophage pi2 protein 07	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4708	FJ	ECF-type transporter of queuosine precursor, membrane (S) component	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0001	0	absent
COG4709	S	Uncharacterized membrane protein	0	0	0.0058	0	absent	0	0.0096	0	absent	0	0.0144	0	absent
COG4710	R	Predicted DNA-binding protein with an HTH domain	0	0	0.0079	0	absent	0	0.0182	0	absent	0	0.0637	0	absent
COG4711	S	Uncharacterized membrane protein	0	0	0.0049	0	absent	0	0.0475	0	absent	0	0.0409	0	absent
COG4712	L	Predicted ssDNA annealing protein, contains HHH motif, Rad42/Rad22/RecT/erf family	0	0	0.0779	0	absent	0	0.0216	0	absent	0	0.0107	0	absent
COG4713	S	Uncharacterized membrane protein	0	0	0.0093	0	absent	0	0.0035	0	absent	0	0.0091	0	absent
COG4714	S	Uncharacterized membrane-anchored protein	0	0	0.0357	0	absent	0	0.0200	0	absent	0	0.0084	0	absent
COG4715	S	Uncharacterized protein, contains SWIM-type Zn finger domain	1	1	0.9917	1	kept	0	0.1478	0	gap	1	0.8938	1	kept
COG4716	S	Myosin-crossreactive antigen  (function unknown)	0	0	0.2894	0	absent	0	0.0696	0	absent	0	0.1763	0	absent
COG4717	S	Uncharacterized conserved protein YhaN, contains AAA domain	0	0	0.0035	0	absent	0	0.0016	0	absent	0	0.0207	0	absent
COG4718	X	Phage tail protein	1	0	0.0049	0	gap	1	0.0347	0	gap	0	0.0002	0	gap
COG4719	S	Uncharacterized conserved protein, UCP014979 family	0	0	0.0220	0	absent	0	0.0309	0	absent	0	0.0214	0	absent
COG4720	H	ECF-type riboflavin transporter, membrane (S) component	0	0	0.0062	0	absent	0	0.0048	0	absent	0	0.0084	0	absent
COG4721	H	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component	0	0	0.0061	0	absent	0	0.0040	0	absent	0	0.0127	0	absent
COG4722	X	Phage-related protein YomH	0	0	0.0033	0	absent	0	0.0007	0	absent	0	0.0013	0	absent
COG4723	X	Phage-related protein, tail assembly protein I	1	1	0.3791	0	gap	0	0.0077	0	gap	0	0.0021	0	gap
COG4724	G	Endo-beta-N-acetylglucosaminidase D	0	0	0.0054	0	absent	0	0.0038	0	absent	0	0.0031	0	absent
COG4725	J	N6-adenosine-specific RNA methylase IME4	0	0	0.0110	0	absent	0	0.0125	0	absent	0	0.0068	0	absent
COG4726	NW	Type IV pilus assembly protein PilX	0	0	0.1308	0	absent	0	0.3071	0	absent	0	0.0947	0	absent
COG4727	S	Uncharacterized conserved protein, DUF2145 domain	0	0	0.0107	0	absent	0	0.0117	0	absent	0	0.0018	0	absent
COG4728	S	Uncharacterized conserved protein, DUF1653 family	0	0	0.0766	0	absent	0	0.2205	0	absent	0	0.1418	0	absent
COG4729	S	Uncharacterized conserved protein, DUF1850 family	0	0	0.0009	0	absent	0	0.0046	0	absent	0	0.0367	0	absent
COG4731	S	Uncharacterized conserved protein, DUF2147 family	0	0	0.0841	0	absent	0	0.1515	0	absent	0	0.1437	0	absent
COG4732	H	ECF-type thiazole transporter, membrane (S) component ThiW	0	0	0.0012	0	absent	0	0.0018	0	absent	0	0.0064	0	absent
COG4733	X	Phage-related protein, tail protein J	1	1	0.9918	1	kept	1	0.9681	1	kept	0	0.6494	1	recovered
COG4734	V	Antirestriction protein ArdA	0	0	0.0235	0	absent	0	0.0384	0	absent	0	0.0189	0	absent
COG4735	S	Uncharacterized conserved protein YaaW, UPF0174 family	1	0	0.0398	0	gap	0	0.0141	0	gap	1	0.2189	0	gap
COG4736	C	Cbb3-type cytochrome oxidase, subunit 3	0	0	0.0036	0	absent	0	0.0023	0	absent	0	0.0358	0	absent
COG4737	S	Uncharacterized conserved protein	1	0	0.0259	0	gap	0	0.0554	0	gap	1	0.1892	0	gap
COG4738	K	Predicted transcriptional regulator	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4739	S	Uncharacterized conserved protein, contains ferredoxin domain	0	0	0.0007	0	absent	0	0.0004	0	absent	0	0.0030	0	absent
COG4740	R	Predicted metalloprotease	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4741	F	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase	0	0	0.0004	0	absent	0	0.0003	0	absent	0	0.0007	0	absent
COG4742	K	Predicted transcriptional regulator, contains HTH domain	0	0	0.0004	0	absent	0	0.0003	0	absent	0	0.0003	0	absent
COG4743	S	Uncharacterized membrane protein, DUF1616 domain	0	0	0.0002	0	absent	0	0.0001	0	absent	0	0.0001	0	absent
COG4744	S	Uncharacterized conserved protein, DUF2149 domain	0	0	0.0038	0	absent	0	0.0414	0	absent	0	0.0064	0	absent
COG4745	R	Predicted membrane-bound mannosyltransferase, involved in protein glycosylation	0	0	0.0029	0	absent	0	0.0055	0	absent	0	0.0175	0	absent
COG4746	S	Uncharacterized conserved protein	0	0	0.0001	0	absent	0	0.0002	0	absent	0	0.0000	0	absent
COG4747	R	ACT domain-containing protein	0	0	0.0365	0	absent	0	0.2375	0	absent	0	0.1113	0	absent
COG4748	S	Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain	0	0	0.4117	0	absent	0	0.2157	0	absent	0	0.1365	0	absent
COG4749	S	Uncharacterized conserved protein, DUF2150 domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4750	MI	CTP:phosphocholine cytidylyltransferase LicC	0	0	0.0004	0	absent	0	0.0002	0	absent	0	0.0010	0	absent
COG4752	S	Uncharacterized conserved protein	0	0	0.0156	0	absent	0	0.6343	1	FP	0	0.3930	0	absent
COG4753	TK	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains	0	0	0.0518	0	absent	0	0.0764	0	absent	0	0.2154	0	absent
COG4754	R	Extracellular substrate-binding protein	0	0	0.0004	0	absent	0	0.0002	0	absent	0	0.0001	0	absent
COG4755	S	Uncharacterized conserved protein, DUF2153 domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4756	R	Predicted cation transporter	0	0	0.0002	0	absent	0	0.0000	0	absent	0	0.0007	0	absent
COG4757	R	Predicted alpha/beta hydrolase	0	0	0.0243	0	absent	0	0.0074	0	absent	0	0.0120	0	absent
COG4758	T	Membrane protein LiaF, inhibitor of the LiaRS two-component envelope stress sensory system	0	0	0.2673	0	absent	0	0.0743	0	absent	0	0.3272	0	absent
COG4759	R	Uncharacterized conserved protein, contains thioredoxin-like domain	0	0	0.0055	0	absent	0	0.0045	0	absent	0	0.0064	0	absent
COG4760	S	Uncharacterized membrane protein, YccA/Bax inhibitor family	0	0	0.2621	0	absent	0	0.0529	0	absent	0	0.1525	0	absent
COG4762	S	Uncharacterized conserved protein, UPF0548 family	0	0	0.0011	0	absent	0	0.0014	0	absent	0	0.0007	0	absent
COG4763	S	Uncharacterized membrane protein YcfT	1	0	0.0014	0	gap	0	0.0022	0	gap	0	0.0030	0	gap
COG4764	R	Predicted transglycosylase, contains SLT domain	0	0	0.0004	0	absent	0	0.0042	0	absent	0	0.0006	0	absent
COG4765	S	Uncharacterized conserved protein, DUF2155 domain	0	0	0.0006	0	absent	0	0.0019	0	absent	0	0.0002	0	absent
COG4766	E	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	1	1	0.9177	1	kept	0	0.8146	1	recovered	0	0.0227	0	gap
COG4767	V	Glycopeptide antibiotics resistance protein	0	1	0.7311	1	FP	1	0.4045	0	absent	0	0.0816	0	absent
COG4768	S	Uncharacterized conserved protein YoxC, contains an MCP-like domain	0	0	0.0003	0	absent	0	0.0004	0	absent	0	0.0009	0	absent
COG4769	S	Uncharacterized membrane protein	0	0	0.0001	0	absent	0	0.0110	0	absent	0	0.0011	0	absent
COG4770	I	Acetyl/propionyl-CoA carboxylase, alpha subunit	0	0	0.9257	1	FP	0	0.9488	1	FP	0	0.8704	1	FP
COG4772	P	Outer membrane receptor for Fe3+-dicitrate	1	0	0.7405	1	recovered	1	0.9767	1	kept	0	0.1221	0	gap
COG4773	P	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	1	1	0.9972	1	kept	0	0.7071	1	recovered	0	0.5640	1	recovered
COG4774	P	Outer membrane receptor for monomeric catechols	1	1	0.9952	1	kept	1	0.9239	1	kept	0	0.4355	0	gap
COG4775	M	Outer membrane protein assembly factor BamA	1	0	1.0000	1	recovered	0	1.0000	1	recovered	0	0.9992	1	recovered
COG4776	K	Exoribonuclease II	1	1	0.0000	0	gap	1	0.0000	0	gap	1	0.0001	0	gap
COG4778	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	1	1	0.7173	1	kept	1	0.9526	1	kept	0	0.0435	0	gap
COG4779	P	ABC-type enterobactin transport system, permease component	1	1	0.0611	0	gap	0	0.0002	0	gap	0	0.0022	0	gap
COG4781	I	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4782	R	Esterase/lipase superfamily enzyme	0	0	0.1533	0	absent	0	0.3406	0	absent	0	0.1567	0	absent
COG4783	MO	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	1	1	0.9979	1	kept	1	0.9991	1	kept	1	0.9924	1	kept
COG4784	R	Putative Zn-dependent protease	0	0	0.0272	0	absent	0	0.1445	0	absent	0	0.0179	0	absent
COG4785	M	Lipoprotein NlpI, contains TPR repeats	1	1	0.0234	0	gap	0	0.0008	0	gap	1	0.0041	0	gap
COG4786	N	Flagellar basal body rod protein FlgG	1	1	1.0000	1	kept	1	0.9984	1	kept	0	0.5019	1	recovered
COG4787	N	Flagellar basal body rod protein FlgF	1	0	0.0012	0	gap	0	0.0010	0	gap	1	0.0026	0	gap
COG4789	U	Type III secretory pathway, component EscV	0	0	0.0319	0	absent	0	0.0275	0	absent	0	0.0254	0	absent
COG4790	U	Type III secretory pathway, EscR/YscR component	0	0	0.0236	0	absent	0	0.0408	0	absent	0	0.0209	0	absent
COG4791	U	Type III secretory pathway, EscT/YscT component	0	0	0.0085	0	absent	0	0.0069	0	absent	0	0.0127	0	absent
COG4792	U	Type III secretory pathway, EscU/YscU component	0	0	0.0008	0	absent	0	0.0012	0	absent	0	0.0011	0	absent
COG4794	U	Type III secretory pathway, EscS/YscS component	0	0	0.0014	0	absent	0	0.0017	0	absent	0	0.0037	0	absent
COG4795	U	Type II secretory pathway, PulJ/GspJ component	1	0	0.0800	0	gap	0	0.1829	0	gap	0	0.0040	0	gap
COG4796	U	Type II secretory pathway, component HofQ	1	0	0.5682	1	recovered	0	0.8530	1	recovered	0	0.2791	0	gap
COG4797	R	Predicted regulatory domain of a methyltransferase	0	0	0.0000	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG4798	R	Predicted methyltransferase	0	0	0.0011	0	absent	1	0.0632	0	absent	0	0.0006	0	absent
COG4799	I	Acetyl-CoA carboxylase, carboxyltransferase component	0	0	0.9982	1	FP	0	0.9619	1	FP	0	0.9297	1	FP
COG4800	K	Predicted transcriptional regulator with an HTH domain	0	0	0.0002	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4801	R	Predicted acyltransferase, contains DUF342 domain	0	0	0.0004	0	absent	0	0.0003	0	absent	0	0.0002	0	absent
COG4802	C	Ferredoxin-thioredoxin reductase, catalytic subunit	0	0	0.0119	0	absent	0	0.0117	0	absent	0	0.0383	0	absent
COG4803	S	Uncharacterized membrane protein	0	0	0.0606	0	absent	0	0.0351	0	absent	0	0.1170	0	absent
COG4804	R	Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family	0	0	0.2127	0	absent	0	0.4586	0	absent	0	0.3245	0	absent
COG4805	S	Uncharacterized conserved protein, DUF885 family	0	0	0.2341	0	absent	0	0.1029	0	absent	0	0.2004	0	absent
COG4806	G	L-rhamnose isomerase	1	0	0.0071	0	gap	0	0.0023	0	gap	0	0.0055	0	gap
COG4807	S	Uncharacterized conserved protein YehS, DUF1456 family	1	1	0.7728	1	kept	0	0.8143	1	recovered	0	0.3832	0	gap
COG4808	S	Uncharacterized lipoprotein YehR, DUF1307 family	1	1	0.0221	0	gap	1	0.0173	0	gap	0	0.0018	0	gap
COG4809	G	Archaeal ADP-dependent glucokinase/phosphofructokinase	0	0	0.0063	0	absent	0	0.0317	0	absent	0	0.0034	0	absent
COG4810	E	Ethanolamine utilization protein EutS, microcompartment shell protein	1	1	0.9609	1	kept	1	0.9902	1	kept	0	0.0230	0	gap
COG4811	S	Uncharacterized membrane protein YobD, UPF0266 family	1	1	0.0001	0	gap	0	0.0000	0	gap	0	0.0000	0	gap
COG4812	E	Ethanolamine utilization protein EutT, cobalamin adenosyltransferase	1	0	0.2092	0	gap	1	0.9125	1	kept	0	0.0060	0	gap
COG4813	G	Trehalose utilization protein	0	0	0.0003	0	absent	0	0.0007	0	absent	0	0.0004	0	absent
COG4814	S	Uncharacterized conserved protein with an alpha/beta hydrolase fold	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4815	S	Uncharacterized conserved protein	0	0	0.1239	0	absent	0	0.0206	0	absent	0	0.2632	0	absent
COG4816	E	Ethanolamine utilization protein EutL, microcompartment shell protein	1	1	0.9664	1	kept	1	0.9855	1	kept	0	0.0058	0	gap
COG4817	L	DNA-binding ferritin-like protein (Dps family)	0	0	0.0036	0	absent	0	0.0022	0	absent	0	0.0014	0	absent
COG4818	S	Uncharacterized membrane protein MJ1443, UPF0132 family	0	0	0.0010	0	absent	0	0.0008	0	absent	0	0.0013	0	absent
COG4819	E	Ethanolamine utilization protein EutA, possible chaperonin	1	0	0.6743	1	recovered	1	0.9887	1	kept	0	0.0068	0	gap
COG4820	E	Ethanolamine utilization protein EutJ, possible chaperonin	1	0	0.4999	0	gap	1	0.9609	1	kept	1	0.0798	0	gap
COG4821	R	Uncharacterized conserved protein, contains SIS (Sugar ISomerase) phosphosugar binding domain	0	0	0.0533	0	absent	0	0.0038	0	absent	0	0.0067	0	absent
COG4822	H	Cobalamin biosynthesis protein CbiK, Co2+ chelatase	0	0	0.3268	0	absent	0	0.6186	1	FP	0	0.2481	0	absent
COG4823	V	Abortive infection bacteriophage resistance protein	0	0	0.0623	0	absent	0	0.3087	0	absent	0	0.2818	0	absent
COG4824	X	Phage-related holin (Lysis protein)	0	0	0.0104	0	absent	0	0.0033	0	absent	0	0.0032	0	absent
COG4825	R	Uncharacterized conserved protein, contains thiamine pyrophosphokinase N- and C- domains	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4826	O	Serine protease inhibitor	0	0	0.0103	0	absent	0	0.0363	0	absent	0	0.0128	0	absent
COG4827	R	Predicted transporter	0	0	0.0007	0	absent	0	0.0039	0	absent	0	0.0009	0	absent
COG4828	S	Uncharacterized membrane protein	0	0	0.0362	0	absent	0	0.0233	0	absent	0	0.0568	0	absent
COG4829	Q	Muconolactone delta-isomerase	0	0	0.0029	0	absent	0	0.0041	0	absent	0	0.0035	0	absent
COG4830	J	Ribosomal protein S26e	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4831	T	Roadblock/LC7 domain	0	0	0.0003	0	absent	0	0.0002	0	absent	0	0.0001	0	absent
COG4832	VT	Cyclopropanoid cyclopropyl hydrolase, GyrI-like domain	0	0	0.0712	0	absent	0	0.0553	0	absent	0	0.0250	0	absent
COG4833	G	Predicted alpha-1,6-mannanase, GH76 family	0	0	0.0022	0	absent	0	0.0006	0	absent	0	0.0009	0	absent
COG4834	S	Uncharacterized conserved protein, DUF2184 domain	0	0	0.0610	0	absent	0	0.0102	0	absent	0	0.0057	0	absent
COG4835	S	Uncharacterized conserved protein	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4836	S	Uncharacterized membrane protein YwzB	0	0	0.0003	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG4837	O	Disulfide oxidoreductase YuzD	0	0	0.0005	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG4838	S	Uncharacterized conserved protein YlaN, UPF0358 family	0	0	0.0020	0	absent	0	0.0005	0	absent	0	0.0001	0	absent
COG4839	D	Cell division protein FtsL	0	0	0.0021	0	absent	0	0.0010	0	absent	0	0.0006	0	absent
COG4840	S	Uncharacterized conserved protein YfkK, UPF0435 family	0	0	0.0025	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG4841	S	Uncharacterized conserved protein YneR, related to HesB/YadR/YfhF family	0	0	0.0012	0	absent	0	0.0003	0	absent	0	0.0001	0	absent
COG4842	V	Secreted virulence factor YukE/EsxA, WXG100 family	0	0	0.0209	0	absent	0	0.0085	0	absent	0	0.0189	0	absent
COG4843	S	Uncharacterized conserved protein YebE, UPF0316/DUF2179 family	0	0	0.0840	0	absent	0	0.1000	0	absent	0	0.2608	0	absent
COG4844	S	Uncharacterized conserved protein YuzB, UPF0349 family	0	0	0.0119	0	absent	0	0.0034	0	absent	0	0.0004	0	absent
COG4845	V	Chloramphenicol O-acetyltransferase	0	0	0.2731	0	absent	0	0.2815	0	absent	0	0.1826	0	absent
COG4846	CO	Cytochrome c biogenesis protein CcdC	0	0	0.0288	0	absent	0	0.0027	0	absent	0	0.0004	0	absent
COG4847	S	Uncharacterized conserved protein, DUF2175 family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4848	R	YtpQ protein involved in methylglyoxal resistance, DUF1444/UPF0354 family	0	0	0.0158	0	absent	0	0.0027	0	absent	0	0.0054	0	absent
COG4849	R	Predicted nucleotidyltransferase	0	0	0.1101	0	absent	0	0.2178	0	absent	0	0.1459	0	absent
COG4850	I	Phosphatidate phosphatase APP1	0	0	0.0480	0	absent	0	0.3319	0	absent	0	0.2421	0	absent
COG4851	R	Uncharacterized conserved protein involved in sex pheromone biosynthesis	0	0	0.0001	0	absent	0	0.0001	0	absent	0	0.0001	0	absent
COG4852	S	Uncharacterized membrane protein	0	0	0.0006	0	absent	0	0.0270	0	absent	0	0.0144	0	absent
COG4853	T	YycI protein, regulator of the WalKR two-component signal transduction system	0	0	0.0001	0	absent	0	0.0003	0	absent	0	0.0001	0	absent
COG4854	S	Uncharacterized membrane protein AF1626, predicted component of bacteriocin or quorum sensing system, DUF2178 family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4855	F	Uncharacterized conserved protein	0	0	0.0013	0	absent	0	0.0014	0	absent	0	0.0016	0	absent
COG4856	T	Cyclic di-AMP synthase regulator CdaR, YbbR domain	0	0	0.3617	0	absent	0	0.7730	1	FP	0	0.4078	0	absent
COG4857	E	5-Methylthioribose/5-deoxyribose kinase, methionine salvage pathway	1	1	0.4792	0	gap	0	0.0604	0	gap	0	0.0192	0	gap
COG4858	S	Uncharacterized membrane-anchored protein	0	0	0.0002	0	absent	0	0.0001	0	absent	0	0.0002	0	absent
COG4859	S	Uncharacterized protein, contains DUF2185 domain	0	0	0.1218	0	absent	0	0.0658	0	absent	0	0.1518	0	absent
COG4860	K	Predicted DNA-binding transcriptional regulator, ArsR family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4861	S	Uncharacterized conserved protein	0	0	0.0569	0	absent	0	0.1018	0	absent	0	0.0369	0	absent
COG4862	KTN	Negative regulator MecA of genetic competence, sporulation and motility	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0001	0	absent
COG4863	T	YycH protein, regulator of the WalKR two-component signal transduction system	0	0	0.0002	0	absent	0	0.0002	0	absent	0	0.0001	0	absent
COG4864	S	Uncharacterized conserved protein YqfA, UPF0365 family	0	0	0.0104	0	absent	0	0.0754	0	absent	0	0.0182	0	absent
COG4865	E	Glutamate mutase epsilon subunit	0	0	0.0256	0	absent	0	0.0288	0	absent	0	0.0533	0	absent
COG4866	S	Uncharacterized protein, contains DUF2156 domain	0	0	0.0805	0	absent	0	0.1947	0	absent	0	0.6216	1	FP
COG4867	S	Uncharacterized conserved protein, contains von Willebrand factor type A (vWFA) domain	0	0	0.0004	0	absent	0	0.0008	0	absent	0	0.0007	0	absent
COG4868	S	Uncharacterized conserved protein, UPF0371 family	0	0	0.0000	0	absent	0	0.0008	0	absent	0	0.0684	0	absent
COG4869	Q	Propanediol utilization protein	1	1	0.5441	1	kept	0	0.2891	0	gap	0	0.0112	0	gap
COG4870	O	Cysteine protease, C1A family	0	0	0.1784	0	absent	0	0.0836	0	absent	0	0.0121	0	absent
COG4871	K	Metal-binding trascriptional regulator, contains Fe-S cluster and ArsR family DNA binding domain	0	0	0.0005	0	absent	0	0.0012	0	absent	0	0.0011	0	absent
COG4872	S	Uncharacterized membrane protein	0	0	0.0171	0	absent	0	0.0481	0	absent	0	0.1566	0	absent
COG4873	S	Uncharacterized conserved protein YkvS, DUF2187 family	0	0	0.0002	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4874	S	Uncharacterized conserved protein	0	0	0.0202	0	absent	0	0.1409	0	absent	0	0.2299	0	absent
COG4875	O	Protein kinase association domain CaMKII_AD, NTF2-like superfamily	0	0	0.1508	0	absent	0	0.0549	0	absent	0	0.0162	0	absent
COG4876	S	Uncharacterized conserved protein YdaT	0	0	0.0022	0	absent	0	0.0029	0	absent	0	0.0028	0	absent
COG4877	S	Uncharacterized conserved protein	0	0	0.0181	0	absent	0	0.0028	0	absent	0	0.0317	0	absent
COG4878	S	Uncharacterized conserved protein, DUF2194 domain	0	0	0.0004	0	absent	0	0.0012	0	absent	0	0.0011	0	absent
COG4879	S	Uncharacterized protein, contains DUF2192 domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4880	R	Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats	0	0	0.0002	0	absent	0	0.0001	0	absent	0	0.0001	0	absent
COG4881	P	Predicted membrane anchor for polysulfide/nitrite-type reductase, PsrC/NrfD syperfamily	0	0	0.0010	0	absent	0	0.0014	0	absent	0	0.0009	0	absent
COG4882	R	Predicted aminopeptidase, Iap family	0	0	0.0001	0	absent	0	0.0000	0	absent	0	0.0001	0	absent
COG4883	S	Uncharacterized conserved protein, DUF2193 domain	0	0	0.0005	0	absent	0	0.0004	0	absent	0	0.0002	0	absent
COG4884	S	Uncharacterized conserved protein YfeS, contains WGR domain	0	0	0.0086	0	absent	0	0.0036	0	absent	0	0.0014	0	absent
COG4885	S	Uncharacterized conserved protein	0	0	0.0005	0	absent	0	0.0074	0	absent	0	0.0032	0	absent
COG4886	K	Leucine-rich repeat (LRR) protein	0	0	0.4257	0	absent	0	0.1520	0	absent	0	0.0722	0	absent
COG4887	S	Uncharacterized metal-binding protein MJ0455, DUF1847 family	0	0	0.0135	0	absent	0	0.0551	0	absent	0	0.0132	0	absent
COG4888	K	Transcription elongation factor Elf1, contains Zn-ribbon domain	0	0	0.0015	0	absent	0	0.0025	0	absent	0	0.0001	0	absent
COG4889	R	Predicted helicase	0	0	0.0013	0	absent	0	0.0006	0	absent	0	0.0011	0	absent
COG4890	S	Predicted outer membrane lipoprotein	1	1	0.0275	0	gap	1	0.0313	0	gap	0	0.0000	0	gap
COG4891	S	Uncharacterized conserved protein	0	0	0.0294	0	absent	0	0.0379	0	absent	0	0.0252	0	absent
COG4892	R	Predicted heme/steroid binding protein	0	0	0.0019	0	absent	0	0.0784	0	absent	0	0.0020	0	absent
COG4893	S	Uncharacterized conserved protein, DUF2195 domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4894	I	Putative phospholipid scramblase YxjI, Tubby2 superfamily	0	0	0.0891	0	absent	0	0.1023	0	absent	0	0.2781	0	absent
COG4895	S	Uncharacterized conserved protein YwbE, DUF2196 family	0	0	0.3700	0	absent	0	0.7465	1	FP	0	0.5166	1	FP
COG4896	S	Uncharacterized conserved protein YlaI, DUF2197 family	0	0	0.0003	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG4897	S	General stress protein CsbA (function unknown)	0	0	0.0001	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4898	S	Uncharacterized conserved protein	0	0	0.0282	0	absent	0	0.0120	0	absent	0	0.0488	0	absent
COG4899	S	Uncharacterized conserved protein, DUF2199 domain	0	0	0.0085	0	absent	0	0.0027	0	absent	0	0.0060	0	absent
COG4900	R	Predicted metallopeptidase	0	0	0.0047	0	absent	0	0.0057	0	absent	0	0.0007	0	absent
COG4901	J	Ribosomal protein S25e	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4902	R	Ferritin-like protein MJ0754, DUF2202 family	0	0	0.0746	0	absent	0	0.1814	0	absent	0	0.1317	0	absent
COG4903	K	Competence transcription factor ComK	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4904	S	Uncharacterized conserved protein	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG4905	S	Uncharacterized membrane protein	0	0	0.0006	0	absent	0	0.0016	0	absent	0	0.0013	0	absent
COG4906	S	Uncharacterized membrane protein	0	0	0.0002	0	absent	0	0.0001	0	absent	0	0.0001	0	absent
COG4907	S	Uncharacterized membrane protein	1	0	0.2315	0	gap	0	0.1618	0	gap	1	0.8223	1	kept
COG4908	R	Uncharacterized conserved protein, contains a NRPS condensation (elongation) domain	0	0	0.0043	0	absent	0	0.0086	0	absent	0	0.0075	0	absent
COG4909	Q	Propanediol dehydratase, large subunit	0	0	0.0348	0	absent	0	0.1106	0	absent	0	0.0043	0	absent
COG4910	Q	Propanediol dehydratase, small subunit	0	0	0.0390	0	absent	0	0.1097	0	absent	0	0.0039	0	absent
COG4911	S	Uncharacterized conserved protein, DUF2203 domain	0	0	0.0000	0	absent	0	0.0002	0	absent	0	0.0005	0	absent
COG4912	L	3-methyladenine DNA glycosylase AlkD	0	0	0.5879	1	FP	0	0.1973	0	absent	0	0.6265	1	FP
COG4913	S	Uncharacterized conserved protein, contains a C-terminal ATPase domain	0	0	0.3242	0	absent	0	0.2930	0	absent	0	0.2668	0	absent
COG4914	R	Predicted nucleotidyltransferase	0	0	0.0051	0	absent	0	0.0192	0	absent	0	0.0142	0	absent
COG4915	QR	5-bromo-4-chloroindolyl phosphatase XpaC	0	0	0.0004	0	absent	0	0.0002	0	absent	0	0.0038	0	absent
